longitude|latitude|start_date|end_date|source|horizon_lower|horizon_upper|aluminium_extractable|boron_extractable|calcium_extractable|carbon_organic|carbon_total|copper_extractable|electrical_conductivity|iron_extractable|magnesium_extractable|manganese_extractable|nitrogen_total|ph|phosphorus_extractable|potassium_extractable|sodium_extractable|sulphur_extractable|zinc_extractable
36.59981|-5.99098|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|615.793||9500.979|11.37|13.95|4.668||59.695|1184.708|270.465|0.82|8.802||741.655|||
36.56003|-5.98808|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1450.61||237.822|4.63|4.87|1.355||86.811|219.428|71.166|0.48|5.305||330.479|||
36.55632|-5.98443|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1469.426||356.151|5.34|4.99|1.116||91.397|163.377|43.763|0.41|4.724||245.996|||
36.19566|-5.98223|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1209.527||852.246|6.62|6.95|0.963||76.46|322.143|118.097|0.55|6.292||257.666|||
36.19715|-5.98123|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|763.689||461.64|5.46|5.84|1.343||76.752|161.735|112.29|0.49|6.181||220.537|||
36.19386|-5.98042|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1235.249||775.088|6.12|6.09|0.827||86.894|275.956|126.247|0.47|5.954||286.086|||
36.57987|-5.97926|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1137.612||184.586|7.5|6.92|1.19||102.972|160.446|150.891|0.55|4.88||258.558|||
34.7348|-5.97855|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|803.833||782.125|8.98|8.68|1.754||86.837|225.315|205.245|0.61|6.373||248.829|||
36.57624|-5.97838|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1248.306||436.822|6.67|6.5|2.203||78.006|216.136|65.669|0.47|5.076||245.589|||
34.75567|-5.97785|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|658.718||462.35|5.43|5.85|0.512||95.308|111.876|89.703|0.31|5.058||75.896|||
34.7466|-5.97783|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|647.861||1842.672|9.35|8.57|2.929||115.58|467.725|166.74|0.88|7.077||257.619|||
34.75181|-5.97707|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|900.755||201.569|5.9|7.44|0.872||119.844|72.396|16.667|0.35|4.45||52.825|||
34.74024|-5.97685|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|526.316||5138.794|7.29|7.41|3.256||78.552|495.125|192.093|0.55|8.089||274.214|||
34.75463|-5.9743|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|676.007||558.813|4.65|4.81|0.456||133.001|110.487|19.87|0.3|4.934||53.642|||
34.73566|-5.97231|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|774.765||4242.838|10.77|9.03|4.081||82.387|912.025|192.44|0.77|7.456||334.276|||
34.74466|-5.97058|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|881.104||821.321|8.45|7.6|1.918||119.053|232.08|49.119|0.76|5.902||151.577|||
36.52159|-5.97057|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1498.981||336.822|6.46|5.68|3.758||83.104|245.231|47.624|0.56|5.085||215.467|||
36.52066|-5.96964|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1135.774||478.346|6.08|5.1|1.451||80.007|295.861|81.141|0.47|5.724||297.696|||
36.5661|-5.96929|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1384.718||699.392|6.46|7.04|2.099||100.997|413.649|155.838|0.64|5.868||310.062|||
36.21274|-5.96891|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1111.378||733.013|5.18|6.35|1.096||92.258|282.461|84.215|0.5|6.111||241.224|||
36.211|-5.96889|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|902.183||532.883|3.94|5.0|1.602||110.649|313.955|123.178|0.36|5.944||216.881|||
36.56881|-5.96837|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1389.925||203.901|5.02|6.0|1.155||76.315|198.356|42.561|0.41|4.924||306.701|||
36.5661|-5.96832|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1146.022||233.248|5.22|6.07|1.38||95.471|132.675|54.306|0.39|5.003||236.807|||
36.52152|-5.96785|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1370.178||449.116|5.22|5.21|1.756||80.183|380.568|78.499|0.46|5.589||323.229|||
36.52179|-5.96746|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|792.622||689.769|10.56|10.09|2.432||68.683|288.138|115.693|0.92|6.198||383.688|||
36.52328|-5.967|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1278.384||450.937|5.85|4.96|2.374||72.741|217.032|38.092|0.41|5.437||212.923|||
36.52067|-5.96694|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1293.284||532.893|5.74|6.01|2.561||78.903|269.619|66.506|0.4|5.668||210.258|||
36.5669|-5.96629|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|787.096||849.126|9.11|8.91|2.482||71.928|221.318|112.127|0.74|6.46||417.25|||
36.56878|-5.9657|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1298.212||785.9|4.46|5.55|1.81||85.125|431.866|130.651|0.41|5.943||403.874|||
36.56783|-5.96389|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1209.355||440.111|5.24|4.57|2.23||66.795|238.013|90.667|0.34|5.561||249.127|||
36.57777|-5.96222|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1084.02||183.365|4.89|4.07|1.137||77.102|130.893|67.83|0.36|4.891||183.258|||
36.57788|-5.96135|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1068.045||516.254|10.87|10.89|1.964||74.284|200.991|107.04|0.89|5.968||426.056|||
34.73148|-5.96059|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|779.114||1744.582|8.68|8.73|2.865||129.327|452.655|94.169|0.8|6.395||203.675|||
36.58134|-5.95863|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1141.663||299.106|4.62|3.99|1.258||75.76|140.011|68.434|0.37|5.556||228.508|||
36.5777|-5.9586|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1193.179||450.528|4.68|4.63|2.033||68.662|201.101|61.085|0.26|5.675||171.677|||
36.53166|-5.95811|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|741.858||576.898|8.92|9.47|2.203||71.455|225.214|162.589|0.74|6.366||355.718|||
36.53415|-5.9581|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1221.067||495.668|6.13|5.77|3.037||68.95|249.745|117.494|0.48|5.512||196.378|||
36.5323|-5.95806|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1120.47||568.97|7.81|5.98|3.254||74.417|233.443|153.348|0.5|5.585||184.338|||
36.19896|-5.95711|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1282.519||873.9|9.29|9.38|2.158||76.32|403.881|155.975|0.66|6.076||321.66|||
36.57388|-5.95677|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1406.374||224.883|5.98|5.33|1.735||83.511|176.519|49.324|0.48|4.966||264.562|||
36.58041|-5.95598|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|990.149||688.724|6.29|6.34|2.636||85.452|296.428|87.985|0.52|6.257||366.323|||
36.53678|-5.95547|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1323.721||281.323|6.15|5.5|0.99||82.236|201.322|61.51|0.52|5.068||280.601|||
36.53406|-5.95538|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1342.106||323.074|4.46|4.3|1.192||70.673|182.211|124.212|0.38|5.055||305.445|||
36.53044|-5.95535|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1090.251||597.748|7.99|7.77|1.8||89.285|261.719|101.909|0.7|6.08||317.22|||
36.19347|-5.95487|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|606.57||409.455|4.92|4.39|1.299||90.376|177.785|109.776|0.41|6.685||266.194|||
36.1935|-5.9543|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|839.13||766.695|5.68|6.13|1.628||123.982|381.795|89.558|0.33|6.432||235.743|||
34.71708|-5.95427|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|810.333||334.696|6.68|6.55|0.714||115.964|125.324|51.053|0.41|5.125||113.859|||
36.58216|-5.95325|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1138.792||342.876|4.83|4.52|1.106||73.896|183.431|55.132|0.43|5.439||268.69|||
36.56035|-5.95122|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1622.852||408.651|6.14|6.0|1.502||114.812|320.132|64.812|0.51|4.892||288.441|||
36.1934|-5.95073|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1017.935||826.351|4.12|4.61|1.322||94.445|285.972|65.188|0.4|6.724||223.647|||
36.56397|-5.9495|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1164.123||622.44|6.56|6.09|1.636||68.64|270.624|81.508|0.55|5.967||339.621|||
36.19425|-5.94806|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1416.333||848.104|6.11|6.87|1.768||81.613|340.807|127.048|0.61|6.069||258.566|||
36.58028|-5.94783|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1139.204||289.863|4.92|4.01|0.926||66.796|145.664|49.08|0.35|5.21||207.429|||
36.55575|-5.94758|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1389.715||299.336|4.98|3.72|1.355||79.763|185.018|47.791|0.36|4.776||199.481|||
36.58213|-5.94529|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1125.443||174.813|4.19|3.72|1.316||76.37|127.439|35.349|0.32|4.662||162.231|||
36.58111|-5.94518|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1417.591||409.969|7.2|6.25|1.54||88.607|193.853|53.841|0.44|5.199||257.327|||
36.56025|-5.94502|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|963.63||170.964|3.24|4.5|1.283||84.701|119.226|31.579|0.24|4.973||169.025|||
36.52764|-5.9431|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1166.548||234.437|4.78|4.07|0.514||91.222|146.188|43.099|0.38|5.092||225.01|||
36.52769|-5.94295|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|606.043||594.602|7.35|6.83|1.333||73.171|176.039|109.462|0.55|6.59||444.042|||
36.51933|-5.94268|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1055.692||290.0|5.53|5.44|0.316||79.462|147.008|52.26|0.37|5.191||233.605|||
36.19688|-5.94267|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1244.295||915.764|4.92|6.47|1.706||109.865|549.658|123.303|0.51|5.877||423.414|||
34.71711|-5.9424|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|820.361||1719.047|13.14|12.69|2.855||98.487|462.607|145.744|1.03|6.518||256.793|||
36.5257|-5.94091|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1014.429||675.467|5.04|4.13|1.524||78.013|264.236|89.897|0.42|6.641||326.914|||
36.20063|-5.94088|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|914.32||983.63|8.17|8.92|0.985||73.318|258.968|105.536|0.77|6.541||461.54|||
36.52652|-5.93917|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1148.723||354.651|3.38|2.67|1.315||75.388|132.98|41.67|0.27|5.443||154.087|||
34.71814|-5.939|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|980.796||552.83|9.73|11.05|2.087||101.636|208.603|74.033|0.73|5.321||233.122|||
34.76962|-5.93754|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|575.537||4953.739|4.91|6.93|2.932||82.487|713.967|153.768|0.47|8.117||288.567|||
36.18772|-5.93721|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|628.612||709.699|3.65|5.15|0.988||93.748|231.748|71.308|0.45|6.548||222.01|||
36.2295|-5.93674|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|898.247||3842.309|7.78|8.02|4.239||135.277|1374.354|134.423|0.62|7.304||372.391|||
36.22856|-5.93673|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|674.911||2427.874|9.26|12.86|3.72||69.33|1159.894|219.943|0.72|8.031||817.994|||
36.23039|-5.93586|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|696.573||6990.614|6.26|7.35|4.042||94.091|1209.82|178.025|0.54|8.069||528.122|||
36.52739|-5.93558|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1316.451||422.778|5.87|7.04|1.019||86.204|343.41|68.428|0.47|5.985||331.611|||
34.77019|-5.93507|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|503.578||298.781|4.8|5.5|0.564||95.382|91.31|53.589|0.29|5.922||123.286|||
36.22853|-5.93406|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|608.081||8004.825|8.66|10.78|4.086||78.525|1025.102|161.745|0.6|8.178||474.321|||
34.74316|-5.92637|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|839.829||800.627|11.59|12.43|2.114||124.833|264.384|117.095|0.9|5.708||152.435|||
34.74672|-5.92559|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|527.037||6401.954|9.99|11.76|4.838||73.925|880.967|198.176|0.71|8.393||266.414|||
36.41006|-5.92436|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1193.902||497.445|5.75|5.34|1.921||82.355|326.092|82.237|0.51|5.695||465.957|||
36.36894|-5.92383|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1178.74||847.939|7.83|8.49|1.154||90.637|331.287|125.971|0.61|5.975||292.603|||
36.41543|-5.92363|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1352.704||496.03|7.62|8.66|4.636||77.125|254.793|114.274|0.66|5.289||292.93|||
36.41437|-5.92329|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1436.418||484.122|6.54|5.53|2.124||81.173|266.599|84.883|0.5|5.306||223.339|||
36.36634|-5.92121|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1200.57||557.61|5.33|6.45|0.757||73.956|277.198|91.816|0.43|5.706||351.304|||
36.3718|-5.91856|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1342.987||477.716|5.89|7.24|1.678||79.592|311.095|51.747|0.45|5.451||368.008|||
36.36453|-5.91758|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1148.419||279.516|5.31|4.1|1.053||72.476|150.184|49.732|0.34|5.128||231.528|||
36.41631|-5.91722|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1252.0||384.206|6.05|4.76|0.857||78.28|207.493|91.998|0.41|5.196||277.673|||
36.37266|-5.91678|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1201.952||616.209|5.09|5.02|1.59||84.172|284.203|81.657|0.42|5.898||294.319|||
36.42445|-5.9156|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1502.82||488.254|6.36|6.48|4.111||87.107|310.311|112.704|0.41|5.282||288.105|||
36.4244|-5.91556|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|905.83||830.7|11.36|11.84|2.312||65.012|236.097|109.445|1.04|6.268||508.915|||
36.38966|-5.91495|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1085.824||373.789|5.42|5.04|1.927||58.54|175.04|68.862|0.39|5.393||231.675|||
36.39023|-5.91482|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|944.057||985.974|9.59|9.48|2.772||67.445|244.359|149.876|0.86|6.478||597.68|||
34.76379|-5.91399|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|694.459||866.722|7.61|7.74|1.768||96.152|295.599|195.367|0.77|6.645||281.477|||
36.42618|-5.91377|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1202.748||485.168|5.24|5.36|1.196||62.213|207.123|143.704|0.34|5.86||345.198|||
36.37441|-5.91317|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|978.068||934.749|6.06|6.29|2.809||100.944|527.301|123.843|0.5|6.691||491.404|||
36.42527|-5.91287|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1150.798||710.047|6.86|7.64|2.953||62.829|248.154|190.753|0.57|5.779||333.808|||
36.38621|-5.91238|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1326.827||813.886|5.42|4.18|1.93||84.089|307.333|172.034|0.4|6.253||313.615|||
36.42702|-5.912|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|992.279||1207.059|15.98|16.58|2.993||64.611|313.846|152.38|1.22|6.282||504.751|||
36.42709|-5.91198|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1184.028||511.36|5.67|5.33|2.566||69.898|246.879|135.634|0.45|5.75||283.633|||
36.38252|-5.9115|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1159.521||897.739|7.47|6.85|0.9||80.538|245.83|84.736|0.51|6.283||369.731|||
36.41981|-5.91101|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1098.202||375.36|4.94|4.59|2.008||90.626|289.697|108.033|0.45|5.788||363.261|||
36.37584|-5.90983|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|855.979||873.42|5.5|5.43|0.973||88.504|300.403|144.342|0.48|6.843||385.949|||
36.38165|-5.90968|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|969.79||956.044|5.78|6.99|1.812||91.545|344.774|132.597|0.48|6.963||385.521|||
36.38614|-5.90878|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|841.47||2073.679|7.72|8.34|4.141||113.937|662.713|123.674|0.7|7.405||416.503|||
36.40209|-5.90645|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|764.448||865.766|8.83|9.34|1.68||79.211|179.975|147.351|0.69|6.353||371.443|||
36.3498|-5.9057|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1230.269||612.263|6.76|8.6|1.764||71.619|299.08|189.426|0.56|5.745||373.745|||
36.40249|-5.90543|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1220.343||671.84|6.75|6.22|2.058||83.819|280.784|125.617|0.5|6.156||271.801|||
36.40332|-5.9045|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1540.598||646.784|5.76|5.26|1.383||86.624|274.7|81.492|0.45|5.552||397.888|||
36.40422|-5.90365|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1295.808||735.543|6.41|7.12|1.623||92.305|286.208|178.162|0.52|5.781||484.025|||
36.34825|-5.90212|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|683.018||401.002|6.21|5.36|2.607||65.834|145.914|79.872|0.36|6.207||139.525|||
36.34966|-5.90032|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1388.667||562.503|6.09|6.64|3.221||76.989|262.711|198.63|0.42|5.724||294.694|||
36.34697|-5.9003|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1146.745||517.159|7.09|5.6|3.059||89.311|231.616|114.396|0.57|5.833||183.927|||
36.40413|-5.89911|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1228.536||1432.282|8.36|8.6|3.564||116.895|571.976|167.033|0.81|6.062||453.887|||
36.34781|-5.89762|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|871.588||350.234|3.07|3.26|0.883||72.524|156.633|68.204|0.27|5.632||171.885|||
36.36671|-5.88701|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1268.637||377.679|6.27|6.11|1.039||70.827|205.617|147.199|0.46|5.414||322.116|||
36.34765|-5.885|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1354.256||414.116|8.71|8.13|3.333||83.057|190.707|87.299|0.66|5.454||199.477|||
36.37035|-5.88435|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1117.697||300.221|4.86|4.99|1.568||71.074|142.29|37.022|0.38|5.656||134.096|||
36.35217|-5.88418|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1365.278||708.432|5.63|6.23|2.187||84.129|438.087|184.049|0.6|5.939||377.742|||
34.72656|-5.884|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|443.536||11493.914|12.46|13.89|3.314||56.377|958.481|215.208|0.75|8.379||423.662|||
36.3694|-5.88346|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1328.198||613.673|6.44|6.44|3.508||88.351|305.502|94.83|0.47|5.834||223.42|||
36.35203|-5.87967|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1256.555||330.207|6.34|6.58|1.586||86.884|249.783|118.822|0.59|5.513||312.75|||
36.34662|-5.87961|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1045.351||635.77|5.52|4.28|1.245||71.616|252.516|78.801|0.39|6.355||408.135|||
36.34656|-5.87952|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|709.915||541.724|6.65|6.81|0.971||64.468|118.464|75.749|0.46|6.553||368.754|||
36.41006|-5.87042|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1184.243||725.331|5.93|5.26|2.515||74.201|365.869|141.815|0.4|6.15||349.388|||
36.41458|-5.8678|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1391.615||494.338|5.68|5.89|4.149||77.484|289.712|114.122|0.51|5.583||289.789|||
